"","X.6","X.5","X.4","X.3","X.2","X.1","X","tag","table","OBJECTID","quadrat","StemTag","lx","ly","dbh_previous","hom","codes_previous","status_previous","status_2022","comment_2022","mortality","census_status","dbh_current","status_current","codes_current","code_choices","notes_current","DBH.check","living_status","crown_position","crown_intact","crown_living","fad","fad_choices","liana_load","lean_angle","wounded_main_stem","rotting_trunk","canker_swelling_deformity","dead_with_resprout","crown_check","GlobalID","CreationDate","Creator","EditDate","Editor","species","dbh_previous_mm","numeric_tag","hom_alert","lean_direction","comment_mortality","sp","tree_type","NAD83_X","NAD83_Y","personnel_list","personnel","date_measured","multi.stemmed","x","y","gx","gy","dbh_if_dead","mort_status","ExactDate"
"402",402,402,402,402,402,402,402,102430,"old_trees",1950,1028,1,16.3,10.4,513,1.3,"M","A","A","",1,1,520,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"f600eccb-1fc4-4756-bcb2-d01ba3d24467","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:47:29 PM","shuej21","litu",513,NA,NA,NA,"","litu","1",747568.997029476,4309061.34381918,"EM","KB,EM","7/13/2023 6:47:09 PM",2,-78.1454077264855,38.895562616523,196.300070855764,550.381407528635,NA,"A",2023-07-13
"403",403,403,403,403,403,403,403,102432,"old_trees",1952,1028,1,14.9,14.1,386,1.3,"M","A","A","",1,1,395,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"7a1e0d8b-744d-4202-bced-3d3fe71fb8a1","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:46:39 PM","shuej21","litu",386,NA,NA,NA,"","litu","1",747567.511499387,4309065.01029395,"EM","KB,EM","7/13/2023 6:46:04 PM",1,-78.1454235134713,38.8955960345441,194.900000200688,554.082202893568,NA,"A",2023-07-13
"404",404,404,404,404,404,404,404,102434,"old_trees",1954,1028,1,11.3,14,718,1.3,"I","A","AU","",1,1,780,"A","BT,DV","DV","","DBH greater than expected (62), check measurement","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"158a8549-b91c-435b-9e56-f187fd99a347","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:45:47 PM","shuej21","litu",718,NA,NA,NA,"","litu","1",747563.914835543,4309064.82676323,"EM","KB,EM","7/13/2023 6:45:26 PM",0,-78.1454650030482,38.895595396221,191.300046578736,553.984333903523,NA,"A",2023-07-13
"405",405,405,405,405,405,405,405,102437,"old_trees",1957,1028,1,9,10,438,1.3,"NULL","A","A","",1,1,453,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"54725a35-cc9c-4dc0-ae95-9f4ffcda9dce","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:50:27 PM","shuej21","litu",438,NA,NA,NA,"","litu","1",747561.708164994,4309060.77451588,"EM","KB,EM","7/13/2023 6:50:11 PM",0,-78.1454918788389,38.8955595465534,188.999960663257,549.985759008576,NA,"A",2023-07-13
"406",406,406,406,406,406,406,406,102438,"old_trees",1958,1028,1,8.5,16.5,475,2.3,"M","A","A","",1,1,473,"A","BT,DV,A","A","Ladder needed to measure - southern most stem","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"c7eb5b6f-c190-4007-bb28-d00b9d730317","3/30/2023 4:12:53 PM","shuej21","12/8/2023 6:18:08 PM","shuej21","litu",475,NA,2.3,NA,"Ladder needed to measure - southern most stem; ","litu","1",747561.057528656,4309067.26107439,"IK","KB,EM,RH,IK","12/8/2023 6:18:00 PM",1,-78.1454970333666,38.8956181109309,188.49998300227,556.485966535463,NA,"A",2023-12-07
"407",407,407,407,407,407,407,407,102439,"old_trees",1959,1028,1,4.3,19.5,222,1.3,"NULL","A","A","",1,1,224,"A","","","","","A",1,100,100,"","",0,NA,NA,NA,NA,NA,NA,"34d79e36-5ab0-4ddb-a6a7-d4d5029176e6","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:37:55 PM","shuej21","litu",222,NA,NA,NA,"","litu","1",747556.789113926,4309070.16288935,"EM","KB,EM","7/13/2023 6:37:38 PM",0,-78.1455451471166,38.8956454309379,184.300037124456,559.488558464038,NA,"A",2023-07-13
"408",408,408,408,408,408,408,408,102441,"old_trees",1962,1029,1,1.3,2.9,505,1.3,"NULL","A","A","",1,1,520,"A","","","","","A",3,100,95,"","",0,NA,NA,NA,NA,NA,NA,"954ad429-c31e-4993-b801-32efbcee2d2f","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:35:09 PM","shuej21","litu",505,NA,NA,NA,"","litu","1",747553.710974352,4309073.49239282,"EM","KB,EM","7/13/2023 6:35:00 PM",0,-78.1455793980692,38.8956762648621,181.299968123074,562.890386156669,NA,"A",2023-07-13
"409",409,409,409,409,409,409,409,102442,"old_trees",1963,1029,1,8.4,1.8,593,1.3,"NULL","A","AU","",1,1,608,"AU","","","","","AU",3,100,95,"HS","HS",0,NA,NA,NA,NA,NA,NA,"ab6af47e-a865-4b81-b319-890aff9b15d7","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:38:57 PM","shuej21","litu",593,NA,NA,NA,"","litu","1",747560.834613067,4309072.55743456,"EM","KB,EM","7/13/2023 6:38:06 PM",0,-78.1454976909302,38.8956658426282,188.399999214125,561.786132099868,NA,"AU",2023-07-13
"410",410,410,410,410,410,410,410,102443,"old_trees",1964,1029,1,10,6.5,517,1.3,"NULL","A","A","",1,1,518,"A","","","","","A",3,100,100,"","",1,NA,NA,NA,NA,NA,NA,"1d608b5b-704a-4540-9a84-5c656c1949b9","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:30:56 PM","shuej21","litu",517,NA,NA,NA,"","litu","1",747562.316769626,4309077.32930852,"EM","KB,EM","7/13/2023 6:30:29 PM",0,-78.1454788999742,38.8957083733178,189.992460962412,566.521374994613,NA,"A",2023-07-13
"411",411,411,411,411,411,411,411,102444,"old_trees",1965,1029,1,4.3,5.2,661,1.3,"NULL","A","A","",1,1,685,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"a6376fde-c86e-431f-9318-f08ce860a957","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:31:33 PM","shuej21","litu",661,NA,NA,NA,"","litu","1",747556.656802741,4309075.86136254,"EM","KB,EM","7/13/2023 6:31:16 PM",0,-78.1455446162092,38.8956967562471,184.299962092747,565.18856650241,NA,"A",2023-07-13
"412",412,412,412,412,412,412,412,102445,"old_trees",1966,1029,1,0.3,6.9,325,1.3,"NULL","A","A","",1,1,329,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"83d308d1-f925-4ca9-98e7-485ce694f5cc","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:37:08 PM","shuej21","litu",325,NA,NA,NA,"","litu","1",747552.618475455,4309077.46806402,"EM","KB,EM","7/13/2023 6:37:00 PM",0,-78.1455905470545,38.8957123549798,180.299996017635,566.890935212526,NA,"A",2023-07-13
"413",413,413,413,413,413,413,413,102446,"old_trees",1967,1029,1,0.5,3.6,493,1.3,"M","A","A","",1,1,501,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"3b89f82e-a930-4ba5-9763-be2284d93bdb","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:35:53 PM","shuej21","litu",493,NA,NA,NA,"","litu","1",747552.895004063,4309074.17366307,"EM","KB,EM","7/13/2023 6:35:16 PM",1,-78.1455885501021,38.8956826264287,180.500022431543,563.590885551053,NA,"A",2023-07-13
"414",414,414,414,414,414,414,414,102447,"old_trees",1968,1029,1,13.3,0.3,527,1.3,"NULL","A","A","",1,1,540,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"badb53f7-8f84-4084-b6d5-337ee3550b3e","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:40:46 PM","shuej21","litu",527,NA,NA,NA,"","litu","1",747565.768078006,4309071.17148756,"EM","KB,EM","7/13/2023 6:40:24 PM",0,-78.1454413710718,38.8956519784768,193.299983372038,560.283148773438,NA,"A",2023-07-13
"415",415,415,415,415,415,415,415,102450,"old_trees",1972,1029,1,17.2,5.9,456,1.3,"NULL","A","A","",1,1,469,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"cd051201-ee3d-4967-9b77-dbdbdb0c007c","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:30:07 PM","shuej21","litu",456,NA,NA,NA,"","litu","1",747569.522281093,4309076.84350814,"EM","KB,EM","7/13/2023 6:30:00 PM",0,-78.1453960879075,38.8957019705009,197.184762914852,565.864202783362,NA,"A",2023-07-13
"416",416,416,416,416,416,416,416,102452,"old_trees",1974,1029,1,14.4,14.3,106,1.3,"NULL","A","A","",1,1,107,"A","","","","","A",1,100,100,"","",0,NA,NA,NA,NA,NA,NA,"b8883229-1c86-4d86-9825-74a5690f407d","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:28:57 PM","shuej21","nysy",106,NA,NA,NA,"","nysy","1",747566.543021382,4309085.19333376,"EM","KB,EM","7/13/2023 6:28:41 PM",0,-78.145427389689,38.8957779610547,194.400015082911,574.282576668561,NA,"A",2023-07-13
"417",417,417,417,417,417,417,417,102454,"old_trees",1976,1029,1,17,19.5,676,1.3,"NULL","A","A","",1,1,685,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"9c70f2f8-7433-4f3d-924e-1119b6513d04","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:28:31 PM","shuej21","litu",676,NA,NA,NA,"","litu","1",747568.988366926,4309090.51317733,"EM","KB,EM","7/13/2023 6:28:13 PM",0,-78.1453973078114,38.8958251522014,196.968119091316,579.542707586359,NA,"A",2023-07-13
"418",418,418,418,418,418,418,418,102455,"old_trees",1977,1029,1,11.8,19.2,390,1.3,"NULL","A","DS","",1,1,384,"DS","","","","","",3,5,0,"","",0,NA,NA,NA,NA,NA,NA,"504d96fe-00a7-435f-98d7-8f6a1f19a901","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:28:05 PM","shuej21","litu",390,NA,NA,NA,"","litu","1",747563.830017093,4309090.03162872,"EM","KB,EM","7/13/2023 6:28:00 PM",0,-78.1454568912494,38.8958222717114,191.79998598851,579.184077238559,384,"",2023-07-13
"419",419,419,419,419,419,419,419,102458,"old_trees",1980,1029,1,1,11.7,235,1.3,"M","A","A","",1,1,238,"AU","","","","","AU",2,100,100,"HS","HS",0,NA,NA,NA,NA,NA,NA,"d91f9dc1-ed57-44f8-a82e-83656cfe2a93","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:33:02 PM","shuej21","litu",235,NA,NA,NA,"","litu","1",747553.206912347,4309082.28310815,"EM","KB,EM","7/13/2023 6:32:00 PM",2,-78.1455820337204,38.8957555260627,180.99998015298,571.690608853059,NA,"AU",2023-07-13
"420",420,420,420,420,420,420,420,102461,"old_trees",1984,1029,1,3.7,18.4,212,1.3,"NULL","A","AU","",1,1,215,"AU","C","C","","","AU",3,95,45,"DF","DF",0,NA,NA,NA,NA,NA,NA,"7ac17603-8c10-469e-ac3e-80c4a5e59f70","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:27:14 PM","shuej21","cagl",212,NA,NA,NA,"","cagl","1",747555.750825831,4309089.04390086,"EM","KB,EM","7/13/2023 6:27:00 PM",0,-78.1455502971458,38.8958156584679,183.700054572086,578.388934490377,NA,"AU",2023-07-13
"421",421,421,421,421,421,421,421,102462,"old_trees",1985,1029,1,0.5,17.9,156,1.3,"L","A","AU","Stump sprouts",1,1,158,"AU","","","","","AU",1,100,95,"B","B",0,NA,NA,NA,NA,NA,NA,"c671eec7-b6f6-43ba-a7b9-9b403c102f70","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:26:17 PM","shuej21","litu",156,NA,NA,NA,"","litu","1",747552.563175485,4309088.46978517,"EM","KB,EM","7/13/2023 6:26:03 PM",0,-78.1455872169945,38.8958113894672,180.499943071807,577.890855625708,NA,"AU",2023-07-13
"422",422,422,422,422,422,422,422,102465,"old_trees",1988,1030,1,9.4,9.9,634,1.3,"NULL","A","A","",1,1,650,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"33bc3532-ca78-4a07-8f50-86175e6047ef","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:17:30 PM","shuej21","litu",634,NA,NA,NA,"","litu","1",747561.182422576,4309100.67306636,"EM","KB,EM","7/13/2023 6:17:11 PM",0,-78.1454835469444,38.8959187940092,189.399977862841,589.885519405106,NA,"A",2023-07-13
"423",423,423,423,423,423,423,423,102466,"old_trees",1989,1030,1,6.4,10.4,625,1.3,"NULL","A","A","",1,1,630,"A","I","I","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"283820a3-8698-494b-a15c-eff448a2ba56","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:23:04 PM","shuej21","litu",625,NA,NA,NA,"","litu","1",747558.17158591,4309101.10329913,"EM","KB,EM","7/13/2023 6:23:00 PM",0,-78.1455180682915,38.8959235146554,186.399932628616,590.387295847817,NA,"A",2023-07-13
"424",424,424,424,424,424,424,424,102469,"old_trees",1992,1030,1,2.6,6.9,685,1.3,"NULL","A","A","",1,1,700,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"76b123fb-c1fd-4649-9b28-e8ed0de8eaa1","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:23:40 PM","shuej21","litu",685,NA,NA,NA,"","litu","1",747554.495227397,4309097.51409773,"EM","KB,EM","7/13/2023 6:23:23 PM",0,-78.1455617039449,38.8958922466707,182.641296639413,586.886618006923,NA,"A",2023-07-13
"425",425,425,425,425,425,425,425,102470,"old_trees",1994,1030,1,1.3,3.2,234,1.3,"DS","D","DS","",1,1,0,"DC","R","R","","","",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"1bb03519-b26b-41a4-b221-0add408c84ec","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:24:59 PM","shuej21","litu",234,NA,NA,NA,"","litu","1",747553.240096186,4309093.78692304,"KB","KB","7/13/2023 6:24:33 PM",0,-78.1455775035113,38.8958590546151,181.30003542034,583.190374614158,0,"",2023-07-13
"426",426,426,426,426,426,426,426,102472,"old_trees",1996,1030,1,14.8,9.7,576,1.3,"NULL","A","A","",1,1,584,"A","","","","","A",3,95,90,"","",0,NA,NA,NA,NA,NA,NA,"21d79f38-e02f-4155-a361-bd68f73d80b7","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:16:34 PM","shuej21","litu",576,NA,NA,NA,"","litu","1",747566.585621079,4309100.59839735,"EM","KB,EM","7/13/2023 6:16:14 PM",0,-78.1454213440203,38.8959165993822,194.79998988212,589.682261713586,NA,"A",2023-07-13
"427",427,427,427,427,427,427,427,102475,"old_trees",1999,1030,1,20,14.2,834,1.3,"NULL","A","A","",1,1,855,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"5fc5e8cb-357e-46e4-931e-7410fea65649","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:14:24 PM","shuej21","litu",834,NA,NA,NA,"","litu","1",747571.679770125,4309105.21775893,"EM","KB,EM","7/13/2023 6:14:07 PM",0,-78.145361007792,38.8959567395354,199.999933807473,594.179060848603,NA,"A",2023-07-13
"428",428,428,428,428,428,428,428,102476,"old_trees",2000,1030,1,17.8,15,505,1.3,"NULL","A","A","",1,1,506,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"d487582c-656b-4ad5-b8da-e358295b14e6","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:13:51 PM","shuej21","litu",505,NA,NA,NA,"","litu","1",747569.461867015,4309105.96652349,"EM","KB,EM","7/13/2023 6:13:35 PM",0,-78.1453862818842,38.8959641036545,197.799998431466,594.9804049958,NA,"A",2023-07-13
"429",429,429,429,429,429,429,429,102477,"old_trees",2001,1030,1,19.3,17.8,115,1.3,"NULL","A","A","",1,1,115,"A","","","","","A",1,100,100,"","",0,NA,NA,NA,NA,NA,NA,"21c43abc-2855-467a-9be1-04ea4f1e49f8","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:15:00 PM","shuej21","nysy",115,NA,NA,NA,"","nysy","1",747570.930986264,4309108.83014337,"EM","KB,EM","7/13/2023 6:14:42 PM",0,-78.1453683290572,38.8959894631177,199.335156235745,597.808244777877,NA,"A",2023-07-13
"430",430,430,430,430,430,430,430,102478,"old_trees",2002,1030,1,5.2,10.6,187,1.3,"NULL","A","A","",1,1,192,"A","","","","","A",1,100,100,"","",0,NA,NA,NA,NA,NA,NA,"ab107edc-829c-436e-9d37-5a0a40490933","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:22:43 PM","shuej21","litu",187,NA,NA,NA,"","litu","1",747556.96729763,4309101.27540955,"EM","KB,EM","7/13/2023 6:22:19 PM",0,-78.1455318762913,38.8959254030537,185.199961310684,590.588022616867,NA,"A",2023-07-13
"431",431,431,431,431,431,431,431,102479,"old_trees",2003,1030,1,7.7,12.6,460,1.3,"NULL","A","A","",1,1,472,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"0ae1b3fb-ca4f-4f4d-8020-d752b6a76028","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:18:57 PM","shuej21","litu",460,NA,NA,NA,"","litu","1",747559.46647462,4309103.3387773,"EM","KB,EM","7/13/2023 6:18:14 PM",0,-78.1455023486759,38.8959432697676,187.746334343518,592.591319015956,NA,"A",2023-07-13
"432",432,432,432,432,432,432,432,102480,"old_trees",2005,1030,1,2.7,19.3,435,1.3,"NULL","A","A","",1,1,440,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"d3c58ff1-ecdb-4d79-a9b0-5788b2af56c9","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:21:07 PM","shuej21","litu",435,NA,NA,NA,"","litu","1",747554.266168657,4309109.91512237,"EM","KB,EM","7/13/2023 6:21:00 PM",0,-78.1455598704769,38.8960039242799,182.699994538294,599.289581357985,NA,"A",2023-07-13
"433",433,433,433,433,433,433,433,102481,"old_trees",2006,1030,1,2.4,16,680,1.3,"NULL","A","A","",1,1,694,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"74c96ff5-de3b-45ea-b320-f5fc8b6a1c9f","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:21:45 PM","shuej21","litu",680,NA,NA,NA,"","litu","1",747554.042790622,4309106.60896778,"EM","KB,EM","7/13/2023 6:21:27 PM",0,-78.1455636353169,38.8959742308083,182.399976178247,595.989680433971,NA,"A",2023-07-13
"434",434,434,434,434,434,434,434,102484,"old_trees",2009,1031,1,8.8,4,604,1.3,"NULL","A","A","",1,1,613,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"b91af5f0-02f7-4924-86b7-3d2c9ce92d0d","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:12:13 PM","shuej21","litu",604,NA,NA,NA,"","litu","1",747560.255521631,4309114.75530075,"EM","KB,EM","7/13/2023 6:12:01 PM",0,-78.1454891443372,38.8960457996648,188.800024250521,603.985826604667,NA,"A",2023-07-13
"435",435,435,435,435,435,435,435,102485,"old_trees",2010,1031,1,7.1,9,274,1.3,"I","A","AU","",1,1,290,"AU","I","I","","","AU",1,100,100,"W,R","R",0,NA,3,3,NA,NA,NA,"8735b567-f72b-41b4-a9f5-5c229d8c604c","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:09:41 PM","shuej21","cagl",274,NA,NA,NA,"","cagl","1",747558.440003179,4309119.71450538,"EM","KB,EM","7/13/2023 6:09:02 PM",0,-78.1455082658675,38.8960909456335,187.100044462624,608.98684014872,NA,"AU",2023-07-13
"436",436,436,436,436,436,436,436,102487,"old_trees",2012,1031,1,0.7,3.4,443,1.3,"NULL","A","A","",1,1,453,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"9b1d7dcd-d940-4f9b-9e47-04c827983b26","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:12:55 PM","shuej21","litu",443,NA,NA,NA,"","litu","1",747552.171575041,4309113.96760999,"EM","KB,EM","7/13/2023 6:12:37 PM",0,-78.1455825331655,38.8960409881425,180.699979503869,603.390777473914,NA,"A",2023-07-13
"437",437,437,437,437,437,437,437,102489,"old_trees",2014,1031,1,16.2,2.2,422,1.3,"NULL","A","A","",1,1,425,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"ba9c91b5-8b6e-4a32-a6a4-868410e65f48","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:15:49 PM","shuej21","litu",422,NA,NA,NA,"","litu","1",747567.695336784,4309113.12748304,"EM","KB,EM","7/13/2023 6:15:33 PM",0,-78.1454040451611,38.896029052306,196.200072834908,602.181383595808,NA,"A",2023-07-13
"438",438,438,438,438,438,438,438,102490,"old_trees",2016,1031,1,19.8,9.1,700,1.3,"NULL","A","A","",1,1,709,"A","","","","","A",3,90,90,"","",0,NA,NA,NA,NA,NA,NA,"018fa640-b8a5-4e72-b44b-04a32a6ad125","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:11:30 PM","shuej21","litu",700,NA,NA,NA,"","litu","1",747571.134190638,4309120.1092353,"EM","KB,EM","7/13/2023 6:11:11 PM",0,-78.1453619213699,38.8960909211578,199.799972865169,609.079304332693,NA,"A",2023-07-13
"439",439,439,439,439,439,439,439,102491,"old_trees",2017,1031,1,13,5,279,1.3,"NULL","A","A","",1,1,280,"A","","","","","A",1,100,100,"","",0,NA,NA,NA,NA,NA,NA,"7c013d7e-16be-4d8b-959b-6c51a76213cd","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:10:55 PM","shuej21","litu",279,NA,NA,NA,"","litu","1",747564.431232705,4309115.85253657,"EM","KB,EM","7/13/2023 6:10:39 PM",0,-78.1454406559875,38.8960544984423,193.000066568048,604.983359028161,NA,"A",2023-07-13
"440",440,440,440,440,440,440,440,102492,"old_trees",2018,1031,1,12.2,5.9,679,1.3,"NULL","A","A","",1,1,693,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"5ed53f86-f9d0-465e-99df-e2b9feb4088c","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:10:32 PM","shuej21","litu",679,NA,NA,NA,"","litu","1",747563.610489411,4309116.73367893,"EM","KB,EM","7/13/2023 6:10:08 PM",0,-78.1454497909523,38.8960626602766,192.199986048339,605.883787524571,NA,"A",2023-07-13
"441",441,441,441,441,441,441,441,102494,"old_trees",2020,1031,1,12.4,14.3,159,1.3,"NULL","A","DS","",1,1,155,"DS","R","R","","","",1,25,0,"","",0,NA,NA,NA,NA,1,NA,"1d2008c5-70ed-4137-957b-9f6d82728364","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:08:30 PM","shuej21","litu",159,NA,NA,NA,"","litu","1",747563.615569178,4309125.13611807,"EM","KB,EM","7/13/2023 6:08:08 PM",0,-78.1454467025405,38.8961382833917,192.399995085676,614.283725170056,155,"",2023-07-13
"442",442,442,442,442,442,442,442,102501,"old_trees",2027,1031,1,9.8,17.2,645,1.3,"NULL","A","A","",1,1,657,"A","","","","","A",3,100,95,"","",0,NA,NA,NA,NA,NA,NA,"d66f11b6-b8f2-4d28-b7b5-661160f35128","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:05:27 PM","shuej21","litu",645,NA,NA,NA,"","litu","1",747560.949031008,4309127.97503589,"EM","KB,EM","7/13/2023 6:05:06 PM",0,-78.1454763900532,38.8961645859415,189.800035470663,617.18530904022,NA,"A",2023-07-13
"443",443,443,443,443,443,443,443,102502,"old_trees",2028,1031,1,0.1,18.5,130,1.3,"NULL","A","A","",1,1,140,"A","","","","","A",1,100,100,"","",0,NA,NA,NA,NA,NA,NA,"da533f79-e40e-4ceb-aa06-d5eadd5b1007","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:07:28 PM","shuej21","ulru",130,NA,NA,NA,"","ulru","1",747551.221500155,4309129.04961459,"EM","KB,EM","7/13/2023 6:07:00 PM",0,-78.1455880371329,38.8961769985696,180.100052148702,618.491123232356,NA,"A",2023-07-13
"444",444,444,444,444,444,444,444,102509,"old_trees",2035,1032,1,1.9,10.7,893,1.3,"M","A","A","Should be same Y as 102516 and 102514",1,1,924,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"1567ce06-b7cf-4f25-956e-bb0d098414fe","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:02:17 PM","shuej21","quve",893,NA,NA,NA,"","quve","1",747552.76666179,4309141.25569695,"EM","KB,EM","7/13/2023 6:02:01 PM",1,-78.1455658397622,38.8962864216898,181.927970386689,630.656968580776,NA,"A",2023-07-13
"445",445,445,445,445,445,445,445,10251,"old_trees",2036,105,1,10.9,18.9,109,1.3,"L","A","","stem not sampled, info automatically filled from previous year info",1,1,109,"AU","","","","","AU",2,35,35,"B,LF","LF",1,35,NA,NA,NA,NA,NA,"f8915768-3105-4cb1-86c5-5e2d5c1d63c5","3/30/2023 4:12:53 PM","shuej21","9/8/2023 3:05:07 PM","shuej21","fram",109,NA,NA,275,"","fram","1",747394.123728152,4308605.56418097,"IK","IK","9/8/2023 3:05:06 PM",0,-78.1475859942068,38.8915097110185,10.9000700232624,98.8933297124625,NA,"AU",2023-09-08
"446",446,446,446,446,446,446,446,102512,"old_trees",2039,1032,1,19.1,0.5,803,1.3,"NULL","A","A","",1,1,826,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"8d253f52-0429-462d-8c77-19b4980a95e2","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:03:04 PM","shuej21","litu",803,NA,NA,NA,"","litu","1",747570.16987306,4309131.48979342,"EM","KB,EM","7/13/2023 6:03:02 PM",0,-78.1453689237288,38.896193621434,199.099935712899,620.479591317363,NA,"A",2023-07-13
"447",447,447,447,447,447,447,447,102513,"old_trees",2040,1032,1,19.9,4.9,612,1.3,"NULL","A","A","",1,1,627,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"a1d2da5a-7ed1-49cd-b780-25f3304c7e72","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:03:46 PM","shuej21","litu",612,NA,NA,NA,"","litu","1",747570.867615506,4309135.90716819,"EM","KB,EM","7/13/2023 6:03:09 PM",0,-78.1453592946878,38.8962331825409,199.899970335497,624.879106507647,NA,"A",2023-07-13
"448",448,448,448,448,448,448,448,102514,"old_trees",2041,1032,1,16,10.6,421,1.3,"NULL","A","A","",1,1,428,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"bead07cf-6693-46c7-b2d4-903436feb07c","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:01:03 PM","shuej21","litu",421,NA,NA,NA,"","litu","1",747566.836470903,4309141.51521546,"EM","KB,EM","7/13/2023 6:01:01 PM",0,-78.1454037001919,38.8962847926779,196.000013400152,630.581516378043,NA,"A",2023-07-13
"449",449,449,449,449,449,449,449,102515,"old_trees",2042,1032,1,11.4,19.2,654,1.3,"NULL","A","A","",1,1,665,"A","","","","","A",3,100,100,"","",0,NA,NA,NA,NA,NA,NA,"4dba1e5c-f009-4512-a187-7f5975429bec","3/30/2023 4:12:53 PM","shuej21","7/13/2023 6:00:30 PM","shuej21","litu",654,NA,NA,NA,"","litu","1",747562.038210636,4309150.00618101,"EM","KB,EM","7/13/2023 6:00:25 PM",0,-78.145455901272,38.8963625661235,191.400028923485,639.184287048143,NA,"A",2023-07-13
