"OBJECTID","quadrat","tag","StemTag","sp","lx","ly","hom","dbh_2023","status_2023","codes_2023","notes_2023","living_status_2023","fad_2023","wound_2023","rot_2023","canker_2023","comment_mortality_2023","x","y","status_2024","living_status_2024","crown_position_2024","crown_intact","crown_living","fad_choices","fad_2024","liana_load","wound_2024","rot_2024","canker_2024","lean_angle","lean_direction","dead_with_resprout","crown_check","dbh_dead_2024","dead_dbh_check","comment_mortality_2024","mort_census_status","personnel_list","GlobalID","EditDate","Editor","date_measured","dbh_verified"
476,110,10569,1,"caca",13.7,13.1,1.3,110,"LI","","","AU","W",1,NA,NA,"",-78.14754497,38.89235773,"LI","AU",2,55,55,"W","W",4,2,NA,NA,NA,NA,NA,NA,NA,"","ES","finished","Other","ade7248c-8418-4c70-9f5b-f75bf6d0589e","7/8/2024 2:21:53 PM","shuej21","7/8/2024 2:21:14 PM",""
477,113,10575,1,"fagr",6.6,3.6,1.3,156,"LI","","","A","",NA,NA,NA,"",-78.14762208,38.89281297,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","0bf45ff4-97d8-4a5c-b100-8d418a3a6d43","7/3/2024 6:58:39 PM","shuej21","7/3/2024 6:58:16 PM",""
478,113,10576,1,"fagr",8.6,0.2,1.3,283,"LI","","","A","",NA,NA,NA,"",-78.14759935,38.89278221,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","c0718180-56ac-46dc-86b0-fcdf388ee560","7/3/2024 6:58:00 PM","shuej21","7/3/2024 6:57:35 PM",""
479,113,10578,1,"fagr",20,1.4,1.3,193,"LI","","","AU","W",2,NA,NA,"",-78.1474834,38.89280274,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","93fdefea-1508-4ba9-a2cf-b0fdb406cba1","7/3/2024 6:56:54 PM","shuej21","7/3/2024 6:56:28 PM",""
480,113,10581,1,"quru",16.3,6.4,1.3,887,"LI","RT","Tag replaced","AU","K,R,W",3,3,3,"",-78.14751006,38.89283747,"LI","AU",4,100,100,"W","K,R,W",NA,1,1,1,NA,NA,NA,NA,NA,"","Relatively healthy crown","finished","RH","e5eaebd4-7b71-4d36-9ea2-97e4dad656f8","7/10/2024 8:20:26 PM","shuej21","7/3/2024 6:47:08 PM",""
481,113,10583,1,"fagr",6.1,9.7,1.3,160,"LI","","","AU","W",2,NA,NA,"",-78.14762728,38.89286793,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","0a41fb1b-13ac-4f8e-a970-a078855aa6c7","7/3/2024 6:44:51 PM","shuej21","7/3/2024 6:44:21 PM",""
482,113,10587,1,"litu",2.6,13,1.3,1002,"LI","","","AU","K",NA,NA,3,"",-78.1476673,38.8928979,"LI","A",4,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","71aa0fd2-d13f-4c9f-89e6-ca2bee83b80a","7/3/2024 6:41:38 PM","shuej21","7/3/2024 6:41:30 PM",""
483,113,10589,1,"caca",10.7,11.1,1.3,104,"LI","","","AU","AN",NA,NA,NA,"",-78.14757414,38.8928802,"LI","AU",1,100,100,"W","W",NA,1,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","ab8ff8ed-db28-40b3-8121-40029fcdd83b","7/3/2024 6:43:06 PM","shuej21","7/3/2024 6:42:08 PM",""
484,113,10590,1,"cagl",12.7,11.1,1.3,242,"LI","","","A","",NA,NA,NA,"",-78.1475511,38.89288006,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","07073f43-3613-4973-a8eb-b27820c79a5c","7/3/2024 6:43:59 PM","shuej21","7/3/2024 6:43:32 PM",""
485,113,10594,1,"caca",18.1,9.6,1.3,103,"LI","M","","AU","W",3,NA,NA,"",-78.14748902,38.89286616,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","61422bd5-897a-40b0-b2ac-0434aa1cbae1","7/3/2024 6:48:30 PM","shuej21","7/3/2024 6:48:02 PM",""
486,111,10602,1,"litu",2.4,2.7,1.3,750,"LI","RT","Tag replaced","A","",NA,NA,NA,"",-78.14767428,38.89244499,"LI","A",4,100,97,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","2261d24a-b344-4bef-a6e5-a43fe4177f07","7/8/2024 2:00:56 PM","shuej21","7/8/2024 2:00:32 PM",""
487,111,10603,1,"litu",2.7,5.1,1.3,776,"LI","","","A","",NA,NA,NA,"",-78.1476706,38.89246658,"LI","A",4,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","e6122406-77fa-4dfe-aa2a-c5cc8a70494b","7/3/2024 7:19:53 PM","shuej21","7/3/2024 7:19:07 PM",""
488,111,10606,1,"fagr",9.9,4.2,1.35,128,"LI","A","","A","",NA,NA,NA,"",-78.14758772,38.89245795,"LI","AU",2,100,100,"W","W",NA,2,NA,NA,NA,NA,NA,NA,NA,"","","finished","RH","7f3d3cdd-dac3-4734-a859-c1e39468f9d2","7/8/2024 1:52:41 PM","shuej21","7/8/2024 1:51:32 PM",""
489,111,10607,1,"cato",12.9,2.4,1.3,234,"LI","","","A","",NA,NA,NA,"Major lean above dbh",-78.14755333,38.89244153,"LI","A",2,65,60,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,"","Lean above dbh; ES","finished","Other","d485433b-84d4-4b42-92e0-b7e3427f0190","7/8/2024 2:09:23 PM","shuej21","7/8/2024 2:04:09 PM",""
490,111,10609,1,"cagl",19.5,2.9,1.3,444,"LI","","","AU","K,AN",NA,NA,3,"Sap sucker feeding lines",-78.14747723,38.89244555,"LI","AU",4,85,75,"AN","K,AN",2,NA,NA,1,NA,NA,NA,NA,NA,"","ÉS","finished","Other","7b403a8d-7e41-4f9e-bb02-d0f869d5aa2c","7/8/2024 2:00:42 PM","shuej21","7/8/2024 2:00:01 PM",""
491,111,10611,1,"caca",15.7,5,1.2,107,"LI","A,DV","","AU","K,W",3,NA,1,"",-78.14752082,38.89246473,"LI","AU",2,40,35,"B","R,W,B",NA,1,1,NA,NA,NA,NA,NA,NA,"","ÉS","finished","Other","4eae4108-6662-44e1-9dc6-23ec29a04426","7/8/2024 1:54:38 PM","shuej21","7/8/2024 1:54:01 PM",""
492,111,10612,1,"cato",14.8,7.5,1.3,127,"LI","","","A","",NA,NA,NA,"",-78.14753096,38.89248731,"LI","A",2,95,90,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","ÉS","finished","Other","b8d4ee67-8418-4126-a26f-6c04dae93436","7/8/2024 1:50:40 PM","shuej21","7/8/2024 1:50:21 PM",""
493,111,10613,1,"litu",12.1,9,1.3,606,"LI","","Tag replaced","A","",NA,NA,NA,"",-78.14756193,38.89250101,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","9f577298-b6fc-4828-b2d9-10c18449adfa","7/3/2024 7:34:10 PM","shuej21","7/3/2024 7:34:01 PM",""
494,111,10615,1,"quru",6.6,6.2,1.3,111,"LI","","Sick tree","","",NA,NA,NA,"",-78.14762556,38.8924762,"DS","",2,75,NA,"U","F,AN,U",NA,NA,NA,NA,34,175,1,NA,112,"","","finished","RH","3e09e7df-9d50-41c5-8031-44d8163f7276","7/8/2024 1:57:48 PM","shuej21","7/8/2024 1:57:29 PM",""
495,111,10619,1,"fagr",4.3,8.3,1.3,262,"LI","RT","","A","",NA,NA,NA,"",-78.14765187,38.89249528,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","c1ac6677-3a4d-4d1d-9d94-7f35dc176584","7/3/2024 7:20:32 PM","shuej21","7/3/2024 7:20:10 PM",""
496,111,10621,1,"cato",1.6,14.3,1.3,584,"LI","","","AU","DF",NA,NA,NA,"",-78.14768242,38.8925495,"LI","AU",3,100,100,"DF","DF",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","4f995dcd-d0d9-4920-a041-87ce2f81a7ca","7/3/2024 7:35:21 PM","shuej21","7/3/2024 7:35:03 PM",""
497,111,10625,1,"litu",11.2,12.8,1.3,746,"LI","","","A","",NA,NA,NA,"",-78.14757195,38.8925353,"LI","A",4,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","dc014e37-5d55-4cae-9ade-5a465b0dfb96","7/3/2024 7:18:03 PM","shuej21","7/3/2024 7:18:01 PM",""
498,111,10627,1,"caca",19.4,13.2,1.35,104,"LI","A","","AU","W",3,NA,NA,"",-78.14747743,38.8925383,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","901cc8b9-f3ca-4324-b6e3-e9060352240a","7/3/2024 7:33:29 PM","shuej21","7/3/2024 7:33:02 PM",""
499,111,10628,1,"caca",20,17.2,1.3,115,"LI","","","AU","W",2,NA,NA,"",-78.14747014,38.89257427,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","36a785c0-c8ec-4448-911f-58202e8df144","7/3/2024 7:27:23 PM","shuej21","7/3/2024 7:27:01 PM",""
500,111,10629,1,"cato",13.9,19.9,1.3,273,"LI","","","A","",NA,NA,NA,"",-78.14754018,38.89259903,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","474cc7cc-db11-4cad-aba5-3a863c70de54","7/3/2024 7:15:04 PM","shuej21","7/3/2024 7:15:01 PM",""
501,111,10630,1,"caca",8.9,19.4,1.3,140,"LI","","","AU","W,K",2,NA,1,"",-78.14759783,38.89259489,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","7b6ce4c3-545f-498c-80e4-a0644121a8af","7/3/2024 7:15:47 PM","shuej21","7/3/2024 7:15:23 PM",""
502,111,10631,1,"cato",5.2,16.8,1.3,301,"LI","","","A","",NA,NA,NA,"",-78.14764071,38.89257175,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","694273ed-2278-49ea-873b-6328c53ad929","7/3/2024 7:17:02 PM","shuej21","7/3/2024 7:17:00 PM",""
503,112,10633,1,"cato",1.9,0.4,1.3,344,"LI","","","A","",NA,NA,NA,"",-78.14767839,38.89260441,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","49b4acb0-5ab2-4fa6-b4d8-6188049b76ec","7/3/2024 7:16:26 PM","shuej21","7/3/2024 7:16:00 PM",""
504,112,10636,1,"quru",20,0.4,1.3,401,"LI","","","A","",NA,NA,NA,"",-78.14746984,38.89260309,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","13b351df-feb5-48d7-8ad2-214c8bd5b62b","7/3/2024 7:14:11 PM","shuej21","7/3/2024 7:14:01 PM",""
505,112,10639,1,"cato",10.8,8.2,1.3,400,"LI","","","AU","AN",NA,NA,NA,"Sapsucker feeding lines",-78.14757512,38.89267399,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","87060510-d5ec-44f7-9588-c05490f39e83","7/3/2024 7:07:01 PM","shuej21","7/3/2024 7:06:35 PM",""
506,112,10643,1,"fagr",0.6,13,1.3,693,"LI","","","A","",NA,NA,NA,"",-78.1476922,38.89271795,"LI","A",4,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","07c400a9-61df-4722-b164-ca00a3d011b1","7/3/2024 6:59:36 PM","shuej21","7/3/2024 6:59:10 PM",""
507,112,10644,1,"cato",6.4,11.4,1.3,305,"LI","","","A","",NA,NA,NA,"",-78.14762552,38.89270313,"LI","A",2,75,75,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","31de2214-0dea-4404-9c73-c57355695ef0","7/3/2024 7:01:12 PM","shuej21","7/3/2024 7:01:00 PM",""
508,112,10647,1,"fagr",9.5,13.5,1.3,175,"LI","","","A","",NA,NA,NA,"",-78.14758961,38.89272181,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","6206633d-cf0d-4116-a21c-15d4d984bc28","7/3/2024 7:01:52 PM","shuej21","7/3/2024 7:01:31 PM",""
509,112,10649,1,"cato",18.7,13.5,1.3,145,"LI","","","A","",NA,NA,NA,"",-78.14748361,38.89272114,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","ad53f2c5-5803-455d-9cbb-6a70a230d2e0","7/3/2024 7:08:03 PM","shuej21","7/3/2024 7:08:00 PM",""
510,114,10655,1,"fagr",11.6,4.9,1.3,105,"LI","","","","",NA,NA,NA,"",-78.14756249,38.8930044,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RT","finished","JJ","8ab5f0aa-e7ac-4e36-8329-fbf019249628","7/3/2024 6:26:27 PM","shuej21","7/3/2024 6:26:02 PM",""
511,114,10662,1,"fagr",17.5,5,1.3,104,"LI","","","","",NA,NA,NA,"",-78.1474945,38.89300487,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RT","finished","JJ","e98488ea-dc9b-472b-a58e-fa54f461f3b4","7/3/2024 6:30:48 PM","shuej21","7/3/2024 6:30:15 PM",""
512,114,10663,1,"caovl",20,3.3,1.3,304,"LI","","","A","",NA,NA,NA,"",-78.14747044,38.89298895,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","a7c89d89-8221-4e15-8427-38b579422e1b","7/3/2024 6:31:49 PM","shuej21","7/3/2024 6:31:13 PM",""
513,114,10664,1,"fagr",16.8,9.7,1.3,174,"LI","RT","Tag replaced","A","",NA,NA,NA,"",-78.14750213,38.89304724,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","a7d5154f-af17-4602-ac43-87ade0f93c89","7/3/2024 6:29:43 PM","shuej21","7/3/2024 6:29:22 PM",""
514,114,10667,1,"fagr",11.6,7.5,1.3,134,"LI","","","A","",NA,NA,NA,"",-78.14756225,38.89302781,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","b9b26008-3e4a-4d85-ac87-4fe474918e46","7/3/2024 6:25:55 PM","shuej21","7/3/2024 6:25:32 PM",""
515,114,10668,1,"cato",2.7,9,1.3,328,"LI","","","A","",NA,NA,NA,"",-78.14766466,38.89304196,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","6a969a5b-529f-47c3-9fbc-50da58b9df69","7/3/2024 6:20:50 PM","shuej21","7/3/2024 6:20:02 PM",""
516,114,10669,1,"cagl",6.1,12.3,1.3,811,"LI","","","A","",NA,NA,NA,"",-78.14762517,38.89307143,"LI","A",4,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","35675e99-c492-4f02-8649-b074a966f60a","7/3/2024 6:16:56 PM","shuej21","7/3/2024 6:16:37 PM",""
517,114,10671,1,"quru",6.2,14.5,1.3,930,"LI","RT","","AU","K",NA,NA,2,"",-78.14762382,38.89309123,"LI","A",4,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","e344cdb1-dc4c-44ba-a3ca-b7d6e5ce6f06","7/3/2024 6:18:24 PM","shuej21","7/3/2024 6:18:07 PM",""
518,114,10673,1,"fagr",2.4,18.9,1.3,149,"LI","","","A","",NA,NA,NA,"",-78.14766719,38.89313113,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","01af5c6b-d315-4b06-a02d-9dd6c1a75556","7/3/2024 6:15:57 PM","shuej21","7/3/2024 6:15:21 PM",""
519,114,10674,1,"fagr",7.1,15.3,1.3,160,"LI","","","A","",NA,NA,NA,"",-78.14761337,38.89309837,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","21b8dfd5-e127-4233-9da4-d0a7e7d8ce30","7/3/2024 6:18:59 PM","shuej21","7/3/2024 6:18:31 PM",""
520,114,10675,1,"fagr",12.1,11.5,1.3,246,"LI","RT","","A","",NA,NA,NA,"",-78.14755612,38.89306379,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","84b823ec-a315-4f46-898c-5879fcfc6977","7/3/2024 6:27:21 PM","shuej21","7/3/2024 6:27:00 PM",""
521,114,10677,1,"cagl",17.7,16,1.3,145,"LI","","","A","",NA,NA,NA,"",-78.14749117,38.8931039,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","1d6965a1-c4cd-449a-b636-6e2e036b9566","7/3/2024 6:29:01 PM","shuej21","7/3/2024 6:28:41 PM",""
522,114,10678,1,"litu",18.9,19.3,1.3,690,"LI","RT","","A","",NA,NA,NA,"",-78.14747704,38.89313353,"LI","A",4,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","31d692e4-820f-4388-b5cd-b721397d7252","7/3/2024 6:11:10 PM","shuej21","7/3/2024 6:11:01 PM",""
523,116,10683,1,"litu",2.8,1.4,1.3,178,"LI","","","A","",NA,NA,NA,"Epicormic shoots",-78.14766049,38.8933337,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","bf429aaf-e798-458d-bbca-7bbcae9e3772","9/10/2024 2:55:49 PM","shuej21","9/10/2024 2:55:21 PM",""
524,116,10684,1,"cagl",6.9,6.2,1.3,160,"LI","","","A","",NA,NA,NA,"",-78.1476128,38.89337662,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","1aae7d3c-49fe-47db-9cdd-1a2932f7d31a","9/10/2024 2:54:12 PM","shuej21","9/10/2024 2:54:00 PM",""
525,116,10685,1,"cato",10.7,1.3,1.3,365,"LI","","","AU","AN",NA,NA,NA,"",-78.14756947,38.89333222,"LI","AU",2,90,80,"W","W",NA,1,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","7bc1a406-6027-4037-8ba1-243e3ba4745e","9/10/2024 2:36:07 PM","shuej21","9/10/2024 2:36:00 PM",""
526,116,10686,1,"cagl",10.4,6.5,1.3,250,"LI","","","A","",NA,NA,NA,"",-78.14757245,38.89337907,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","0f571e89-8e6a-4648-ac3a-41b48dc07fe2","9/10/2024 2:53:38 PM","shuej21","9/10/2024 2:53:10 PM",""
527,116,10688,1,"quve",15.8,0.8,1.3,563,"LI","","","AU","DF",NA,NA,NA,"",-78.14751076,38.89332735,"DS","",4,75,NA,"U","DF,U",NA,NA,NA,NA,NA,NA,NA,NA,564,"","","finished","JJ","098ce3e9-bb0b-4a71-a0fb-a4b0c453315b","9/10/2024 2:33:52 PM","shuej21","9/10/2024 2:33:32 PM",""
528,116,10689,1,"cato",17.8,2.7,1.3,149,"LI","","","A","",NA,NA,NA,"",-78.14748754,38.89334431,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","9da55e3f-f7b1-40bd-bb8f-f97f4f2d5bb0","9/10/2024 2:30:32 PM","shuej21","9/10/2024 2:30:12 PM",""
529,116,10690,1,"cagl",16.6,5.1,1.3,158,"LI","","","A","",NA,NA,NA,"",-78.14750114,38.89336601,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","fccb5043-61c1-45a0-b21b-3f8d7293c920","9/10/2024 2:51:46 PM","shuej21","9/10/2024 2:51:23 PM",""
530,116,10691,1,"fagr",15.3,7.2,1.3,168,"LI","","","A","",NA,NA,NA,"",-78.14751592,38.89338502,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","1019a15f-1be5-414c-940d-a48f9eb80b4b","9/10/2024 2:52:18 PM","shuej21","9/10/2024 2:52:00 PM",""
531,116,10692,1,"cagl",14.1,8.6,1.3,326,"LI","","","A","",NA,NA,NA,"",-78.14752962,38.89339771,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","5287fcc7-eee0-4533-9f80-b1bf9299ffbe","9/10/2024 2:52:44 PM","shuej21","9/10/2024 2:52:25 PM",""
532,116,10693,1,"cagl",10.1,10.4,1.3,161,"LI","","","A","",NA,NA,NA,"",-78.14757554,38.89341421,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","bb62c818-eb33-483a-a6e4-963d002352c4","9/10/2024 2:57:30 PM","shuej21","9/10/2024 2:57:00 PM",""
533,116,10697,1,"cato",1.6,12.9,1.3,208,"LI","","","A","",NA,NA,NA,"",-78.14767325,38.89343734,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","bfebf4df-fed1-4893-85ba-ed9272b35ece","9/10/2024 3:06:03 PM","shuej21","9/10/2024 3:06:01 PM",""
534,116,10698,1,"cagl",4.6,18.3,1.3,134,"LI","DV","","A","",NA,NA,NA,"",-78.14763818,38.89348574,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","77a534cd-f766-4441-873c-2dbe69c0b9ae","9/10/2024 2:58:49 PM","shuej21","9/10/2024 2:58:14 PM",""
535,116,10699,1,"cato",9.8,18.1,1.3,396,"LI","","Sapsucker feeding","AU","AN",NA,NA,NA,"",-78.14757828,38.89348356,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","1c34f0c6-e374-4986-b704-d29f5fa0088d","9/10/2024 3:00:00 PM","shuej21","9/10/2024 2:59:08 PM",""
536,116,10700,1,"cagl",16.3,15.9,1.3,474,"LI","","","A","",NA,NA,NA,"",-78.14750359,38.89346328,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","17f061ec-228e-47b1-9351-928bd92808fd","9/10/2024 3:02:37 PM","shuej21","9/10/2024 3:02:03 PM",""
537,113,10701,1,"acru",18.3,19.7,1.3,110,"LI","","","AU","W",3,NA,NA,"",-78.14747894,38.89295851,"LI","AU",2,100,100,"W","W",NA,1,NA,NA,NA,NA,NA,NA,NA,"","Relatively healthy except for small wound","finished","JJ","f4dc5f17-46d5-4c02-b86c-8dc50a2490be","7/3/2024 6:38:16 PM","shuej21","7/3/2024 6:38:12 PM",""
538,113,10704,1,"cato",11.6,19.1,1.3,386,"LI","","","AU","R,AN",NA,3,NA,"",-78.14756303,38.89295217,"DS","",3,25,NA,"DF","R,DF",NA,NA,3,NA,NA,NA,NA,NA,384,"","","finished","JJ","8cac3963-cafc-473d-95d4-8664f8ec7985","8/27/2024 4:32:46 PM","shuej21","7/3/2024 6:40:02 PM",""
539,113,10705,1,"caovl",3.8,17.4,1.3,230,"LI","","","A","",NA,NA,NA,"",-78.14765306,38.89293743,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","1b11bbae-d845-40bd-96d5-f92755d5a405","7/3/2024 6:23:05 PM","shuej21","7/3/2024 6:23:01 PM",""
540,113,10706,1,"fagr",1,19.8,1.3,229,"LI","","","A","",NA,NA,NA,"",-78.1476851,38.89295925,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","2303e623-d0ea-4f98-a850-ac9ea8f9f73c","7/3/2024 6:22:04 PM","shuej21","7/3/2024 6:22:01 PM",""
541,115,10708,1,"litu",9.1,1.1,1.3,306,"LI","","","A","",NA,NA,NA,"",-78.14758979,38.89315045,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","e96dc98b-82a5-47bc-8764-f9fc5f2300b9","7/3/2024 6:14:44 PM","shuej21","7/3/2024 6:14:16 PM",""
542,115,10711,1,"fagr",20,0.6,1.3,175,"LI","","","A","",NA,NA,NA,"",-78.14746978,38.89314772,"LI","A",1,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","424ddc05-4251-4411-8902-15aa70b33684","7/3/2024 6:12:21 PM","shuej21","7/3/2024 6:12:01 PM",""
543,115,10712,1,"litu",19.9,6.4,1.3,631,"LI","","","AU","K",NA,NA,1,"",-78.14746486,38.89319739,"LI","A",4,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","2a32a5b3-397b-42d6-8d41-0c5e3f9e78bc","9/10/2024 2:49:04 PM","shuej21","9/10/2024 2:49:01 PM",""
544,115,10714,1,"cagl",17.6,8.1,1.3,210,"LI","","","A","",NA,NA,NA,"",-78.1474912,38.89321286,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","9cce8438-1a1c-4892-a26a-a6de3bf27f2a","9/10/2024 2:46:32 PM","shuej21","9/10/2024 2:46:06 PM",""
545,115,10716,1,"fagr",17.2,8.4,1.3,108,"LI","","","","",NA,NA,NA,"",-78.14749578,38.89321559,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","RT","finished","JJ","4f643326-41cb-462d-8707-83c35a44a10a","9/10/2024 2:47:33 PM","shuej21","9/10/2024 2:47:01 PM",""
546,115,10722,1,"litu",0.6,5.2,1.3,148,"LI","","","A","",NA,NA,NA,"",-78.14768735,38.89318799,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","9262f089-2b3e-4e3d-8ff6-185829b1122b","9/10/2024 2:44:48 PM","shuej21","9/10/2024 2:44:18 PM",""
547,115,10725,1,"fagr",2.8,9.8,1.3,181,"LI","","","A","",NA,NA,NA,"",-78.14766157,38.89322925,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","e9cf7bf3-5058-49b0-8d8b-09d89f804883","9/10/2024 2:42:42 PM","shuej21","9/10/2024 2:42:24 PM",""
548,115,10726,1,"qupr",4,8.1,1.3,747,"LI","DV","","A","",NA,NA,NA,"",-78.1476479,38.89321385,"LI","A",4,90,70,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","dcd9b7d0-7685-49f6-912e-96a9e19fc16a","9/10/2024 2:43:47 PM","shuej21","9/10/2024 2:43:30 PM",""
549,115,10728,1,"litu",19.5,12.6,1.3,443,"LI","","","A","",NA,NA,NA,"",-78.14746889,38.89325325,"LI","A",3,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","6a04456a-f228-4d04-a5aa-107b585f3475","9/10/2024 2:49:59 PM","shuej21","9/10/2024 2:49:37 PM",""
550,115,10729,1,"caovl",12.1,14.2,1.3,160,"LI","","","A","",NA,NA,NA,"",-78.147554,38.89326819,"LI","A",2,100,100,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","finished","JJ","3f2736b0-a595-4512-9c22-c61784685c1e","9/10/2024 2:37:42 PM","shuej21","9/10/2024 2:37:22 PM",""
